amount,transaction_hour,merchant_category,transaction_type,location,transactions_last_24h,avg_transaction_amount,international,distance_from_home_km,is_fraud
14144.89,20,Shopping,ATM,Chennai,1.0,11647.1,No,1.95,Medium
803.79,16,Restaurants,POS,Chennai,3.0,643.5,No,0.51,Low
2378.45,20,Grocery,Online,Bengaluru,2.0,5889.46,No,24.16,Low
2748.69,12,Healthcare,POS,Coimbatore,3.0,2835.7,No,0.64,Low
961.91,8,Food,POS,Mumbai,3.0,2718.4,No,21.87,Low
243.05,12,Fuel,Online,Mumbai,1.0,1061.63,No,18.06,Low
454.93,10,Food,Contactless,Pune,3.0,828.22,No,3.06,Low
950.71,17,Restaurants,POS,Patna,1.0,6504.38,No,0.76,Low
699.07,15,Grocery,Contactless,Kolkata,4.0,540.3,No,26.11,Medium
2461.07,22,Electronics,ATM,Hyderabad,2.0,983.3,No,21.08,High
179.64,10,Entertainment,Online,Bengaluru,3.0,465.83,Yes,3820.51,Low
222.37,12,Education,Online,Delhi,2.0,330.16,No,0.1,Medium
860.18,23,Food,POS,Coimbatore,1.0,848.79,No,242.56,Medium
1407.68,14,Food,Contactless,Coimbatore,3.0,1530.98,No,1.79,Low
1571.37,17,Healthcare,ATM,Bengaluru,5.0,1241.08,No,6.49,Low
1792.73,22,Travel,ATM,Delhi,3.0,1327.32,No,4.17,Medium
7608.86,16,Healthcare,ATM,Chennai,0.0,3995.53,No,69.99,Low
703.98,12,Pharmacy,POS,Mumbai,2.0,2197.56,No,11.67,Low
1687.78,9,Grocery,ATM,Kolkata,4.0,2840.74,No,0.38,Low
1147.12,15,Shopping,Online,Hyderabad,4.0,1246.65,No,472.7,Medium
265.72,18,Grocery,POS,Chennai,1.0,453.97,No,13.06,Low
381.51,18,Grocery,POS,Bhopal,4.0,691.06,Yes,3149.0,Medium
1370.73,10,Grocery,ATM,Kochi,3.0,3475.4,No,5.36,Low
6980.73,14,Grocery,Online,Mumbai,3.0,8409.92,No,9.03,Medium
197.01,14,Shopping,POS,Nagpur,3.0,444.08,No,16.99,Low
275.68,11,Pharmacy,Online,Kolkata,2.0,1373.75,No,2.85,Low
1398.68,17,Entertainment,Online,Chennai,1.0,855.48,No,480.06,High
823.34,16,Fuel,POS,Hyderabad,3.0,1155.02,No,43.85,Low
2477.29,7,Utilities,POS,Bengaluru,2.0,3828.65,No,24.35,Medium
430.88,22,Food,ATM,Chennai,3.0,712.83,No,31.85,Low
444.84,13,Grocery,POS,Pune,3.0,1668.67,No,4.25,Low
3579.76,12,Travel,Contactless,Mumbai,3.0,380.33,No,8.63,High
124.33,7,Grocery,POS,Bengaluru,2.0,703.5,No,3.02,Low
651.58,15,Online Marketplace,Contactless,Delhi,3.0,1045.55,Yes,2975.29,High
374.19,13,Grocery,Contactless,Delhi,5.0,662.76,No,3.97,Low
6318.48,10,Grocery,Online,Bengaluru,4.0,1535.84,No,2.95,Medium
597.68,19,Grocery,Online,Pune,4.0,972.22,No,15.91,Low
2186.41,16,Food,Online,Delhi,2.0,3908.07,No,8.04,Low
1038.23,18,Entertainment,POS,Delhi,3.0,1482.72,No,21.05,Medium
1947.79,12,Shopping,ATM,Bengaluru,3.0,1677.65,No,24.32,Medium
696.6,15,Pharmacy,POS,Jaipur,4.0,1299.3,No,11.2,Low
1599.09,12,Electronics,Online,Mumbai,1.0,478.4,No,8.89,Medium
5458.37,12,Food,ATM,Hyderabad,3.0,3652.62,No,61.8,Medium
913.42,19,Travel,Online,Jaipur,2.0,854.1,No,11.53,Low
101.54,13,Online Marketplace,Online,Jaipur,0.0,209.87,No,0.59,Low
2496.26,14,Utilities,ATM,Hyderabad,1.0,4247.81,No,8.9,Low
1715.43,10,Food,POS,Ahmedabad,1.0,4464.43,No,0.34,Low
13472.04,18,Travel,POS,Mumbai,4.0,4610.96,No,2.13,Medium
989.46,15,Pharmacy,Online,Surat,2.0,1145.65,No,1.13,Low
1893.24,21,Grocery,Contactless,Mumbai,3.0,3476.93,No,8.6,Low
169.61,11,Grocery,Online,Mumbai,3.0,235.92,No,11.45,Medium
2482.25,14,Fuel,ATM,Vijayawada,2.0,4325.99,No,2.85,Low
1242.69,8,Restaurants,Contactless,Mumbai,2.0,4291.68,No,8.02,Low
386.17,15,Grocery,POS,Mumbai,6.0,1583.22,No,28.9,Low
791.52,8,Online Marketplace,Contactless,Hyderabad,19.0,791.07,No,43.14,High
5939.72,22,Food,POS,Bengaluru,2.0,3462.75,No,5.29,Low
1423.82,6,Grocery,POS,Coimbatore,4.0,453.37,No,5.26,Medium
2336.51,18,Online Marketplace,Online,Hyderabad,3.0,1952.2,No,1.96,Medium
131.0,11,Restaurants,POS,Delhi,3.0,326.13,No,2.23,Low
12604.52,15,Shopping,Online,Vijayawada,4.0,1582.92,No,5.56,High
1415.32,8,Online Marketplace,POS,Chennai,0.0,692.16,No,7.31,Medium
1163.27,1,Pharmacy,Online,Kolkata,5.0,980.87,No,0.39,Medium
2769.9,7,Entertainment,Online,Kolkata,3.0,1470.86,No,3.25,Medium
1099.31,13,Utilities,Contactless,Kochi,4.0,2126.16,No,11.25,Low
282.22,13,Restaurants,ATM,Delhi,2.0,586.84,No,18.74,Medium
1694.68,21,Fuel,POS,Guwahati,0.0,1857.21,No,1.08,Low
182.52,10,Food,POS,Jaipur,4.0,934.64,No,5.67,Low
1409.54,21,Online Marketplace,Contactless,Delhi,2.0,1377.09,No,39.37,Medium
965.97,11,Fuel,Online,Delhi,14.0,1285.22,No,0.39,High
7818.59,19,Grocery,POS,Chennai,1.0,2163.82,No,12.03,Low
989.71,12,Restaurants,POS,Mumbai,2.0,2640.02,Yes,3462.8,Medium
988.17,14,Pharmacy,POS,Indore,5.0,2049.22,No,5.96,Low
3284.52,20,Fuel,POS,Delhi,2.0,2117.61,No,28.46,Low
418.59,8,Travel,Online,Mumbai,5.0,240.84,No,2.03,Low
1337.2,10,Shopping,Online,Patna,8.0,,No,57.98,High
3057.03,6,Entertainment,Online,Nagpur,4.0,8318.07,Yes,707.01,Medium
1755.78,10,Pharmacy,Contactless,Pune,3.0,1664.88,No,165.53,Medium
957.88,2,Fuel,Online,Chennai,1.0,1280.1,No,0.34,Low
1687.95,12,Food,Online,Patna,2.0,2761.46,No,26.14,Low
2319.55,12,Pharmacy,Online,Delhi,6.0,2332.69,No,13.94,High
2997.1,15,Education,ATM,Kochi,1.0,1476.63,No,10.32,High
1768.89,21,Online Marketplace,POS,Hyderabad,18.0,1635.89,No,1.75,High
4570.02,10,Grocery,Online,Delhi,3.0,9174.47,No,4.05,Low
1045.52,15,Food,ATM,Delhi,0.0,1925.24,No,254.02,Medium
1651.65,11,Travel,Online,Bengaluru,4.0,808.9,No,3.56,Medium
8268.13,11,Education,POS,Visakhapatnam,3.0,2537.12,No,7.54,Low
1522.34,14,Fuel,Online,Bhopal,1.0,2347.59,No,18.15,Low
93.02,9,Grocery,Online,Pune,3.0,400.82,No,7.32,Low
395.03,9,Grocery,POS,Ahmedabad,2.0,1766.19,No,309.97,Low
99.81,18,Food,POS,Indore,3.0,424.44,No,6.78,Low
832.24,14,Pharmacy,Contactless,Chennai,3.0,1284.35,No,14.0,Low
360.67,0,Restaurants,POS,Delhi,2.0,781.16,No,463.46,Low
69.86,9,Fuel,ATM,Delhi,3.0,376.5,No,38.73,Medium
868.78,10,Entertainment,POS,Mumbai,1.0,458.19,No,28.31,Medium
916.43,12,Shopping,ATM,Indore,3.0,894.5,No,49.71,High
586.09,14,Food,ATM,Surat,2.0,2657.71,No,42.18,Low
312.72,16,Pharmacy,Online,Mumbai,3.0,674.7,No,4.11,Low
1136.72,11,Grocery,Contactless,Mumbai,0.0,4358.96,No,21.75,Low
899.81,11,Healthcare,Online,Chennai,0.0,447.75,No,3.88,Medium
963.77,8,Food,Contactless,Chennai,3.0,1706.22,No,407.83,Medium
833.18,21,Entertainment,Online,Lucknow,2.0,1040.86,No,1.54,Medium
239.57,12,Utilities,Online,Bhopal,1.0,557.39,Yes,6084.32,Medium
484.82,21,Utilities,POS,Patna,3.0,766.88,No,284.02,Low
6245.9,22,Online Marketplace,Online,Mumbai,0.0,4881.69,No,6.32,Low
667.74,9,Grocery,POS,Mumbai,3.0,1236.25,No,0.9,Low
937.76,12,Shopping,Online,Hyderabad,21.0,892.14,No,17.01,High
847.05,15,Food,ATM,Mumbai,3.0,1373.7,No,5.78,Medium
920.67,16,Utilities,Online,Mumbai,4.0,1314.75,No,4.48,Low
1472.2,9,Fuel,POS,Hyderabad,3.0,875.86,No,2.28,Low
324.05,8,Grocery,Contactless,Mumbai,3.0,332.3,No,166.14,Medium
306.38,10,Grocery,POS,Bengaluru,2.0,853.04,No,,Low
1224.03,13,Fuel,Online,Chennai,3.0,1745.53,No,10.51,Medium
369.94,22,Food,Contactless,Jaipur,3.0,651.58,No,6.21,Low
816.11,4,Entertainment,POS,Mumbai,4.0,1414.42,No,6.02,Medium
3105.77,19,Food,Online,Guwahati,3.0,2678.43,Yes,961.39,High
7995.66,18,Healthcare,ATM,Kolkata,1.0,4062.96,No,9.61,Low
3863.49,15,Online Marketplace,Online,Delhi,2.0,4380.19,Yes,5849.92,Low
1324.73,1,Grocery,POS,Bengaluru,3.0,1654.36,No,2.06,Medium
679.34,15,Fuel,POS,Hyderabad,1.0,649.56,No,11.95,Medium
539.27,11,Grocery,Contactless,Delhi,2.0,1022.4,No,14.12,Low
567.93,19,Entertainment,POS,Delhi,19.0,544.26,No,9.17,Medium
1098.53,12,Grocery,POS,Kolkata,4.0,1315.39,No,7.93,Low
310.2,3,Travel,Contactless,Ahmedabad,3.0,253.79,No,17.98,Medium
115.47,16,Food,Online,Chennai,3.0,692.3,Yes,4018.48,High
1969.09,23,Pharmacy,POS,Kolkata,2.0,4593.2,No,3.78,Low
1318.52,21,Food,POS,Patna,3.0,3102.44,No,31.1,Low
4938.88,13,Education,ATM,Ahmedabad,4.0,4889.22,No,1.39,Low
6678.04,13,Education,Online,Kochi,6.0,6088.61,No,11.03,Low
14552.67,0,Shopping,Online,Lucknow,2.0,4586.06,No,41.86,Medium
603.4,19,Travel,POS,Delhi,20.0,419.08,Yes,885.71,High
1211.49,1,Shopping,Contactless,Hyderabad,1.0,1351.02,No,29.35,Medium
307.15,11,Grocery,Online,Chennai,1.0,716.06,No,1.89,Medium
178.73,21,Food,Online,Ahmedabad,4.0,869.39,No,20.33,Low
5542.69,11,Pharmacy,Contactless,Delhi,2.0,2505.38,No,15.18,Medium
14907.97,19,Electronics,Contactless,Mumbai,5.0,2974.64,No,7.58,Medium
297.64,19,Utilities,Online,Kochi,4.0,451.79,No,1.41,Low
2169.57,14,Travel,POS,Hyderabad,4.0,364.3,No,0.87,High
2635.99,17,Education,Online,Hyderabad,5.0,735.7,No,414.08,Medium
157.3,22,Entertainment,POS,Bhopal,3.0,301.77,No,6.64,Low
1961.18,10,Online Marketplace,POS,Mumbai,2.0,1306.13,No,11.24,Medium
2296.99,7,Fuel,POS,Hyderabad,26.0,2726.43,No,20.34,High
365.38,9,Grocery,Online,Bengaluru,3.0,1262.49,No,6.46,Low
1340.54,16,Fuel,Contactless,Patna,4.0,1205.83,No,24.4,Medium
939.11,0,Grocery,Online,Pune,2.0,1002.23,No,9.47,Low
1603.65,13,Grocery,Online,Chennai,0.0,1649.63,No,32.84,Medium
2857.57,22,Pharmacy,POS,Delhi,20.0,5239.39,No,34.62,Medium
904.88,12,Food,Online,Nagpur,3.0,1966.56,No,13.97,Low
1546.0,20,Fuel,POS,Mumbai,5.0,1479.66,No,1.64,Low
195.78,13,Food,Contactless,Bengaluru,5.0,792.45,No,12.36,Low
1904.06,14,Fuel,POS,Hyderabad,4.0,1598.33,No,3.31,Medium
720.69,13,Entertainment,Online,Ahmedabad,3.0,1281.13,No,6.27,Low
31134.19,11,Electronics,Online,Hyderabad,3.0,1344.6,Yes,6159.39,High
376.52,8,Food,ATM,Kochi,2.0,669.73,No,24.91,Medium
512.57,10,Food,Online,Delhi,2.0,1459.4,No,0.52,Low
420.26,1,Food,Contactless,Patna,1.0,569.7,No,32.48,Low
255.28,17,Food,POS,Jaipur,2.0,883.27,No,3.68,Low
792.27,19,Food,Online,Pune,3.0,2256.33,No,32.18,Low
3967.27,19,Shopping,Online,Chennai,0.0,2503.28,No,1.82,Low
2127.33,18,Pharmacy,ATM,Lucknow,3.0,7824.32,No,1.54,Low
3043.61,12,Utilities,Online,Lucknow,2.0,1291.01,No,6.62,High
4141.32,19,Utilities,Online,Chennai,3.0,5346.66,No,44.23,Medium
2206.74,19,Shopping,POS,Delhi,2.0,2018.71,No,4.23,Low
9342.22,18,Electronics,POS,Ahmedabad,2.0,2893.26,Yes,750.77,High
2845.61,7,Fuel,Contactless,Delhi,2.0,1569.21,No,49.54,Low
875.3,18,Healthcare,Online,Visakhapatnam,5.0,843.19,No,10.13,Medium
11538.26,13,Healthcare,Online,Kolkata,1.0,9712.76,No,180.25,Medium
474.32,14,Electronics,POS,Nagpur,1.0,290.0,No,21.78,High
508.88,21,Online Marketplace,Contactless,Kolkata,3.0,601.22,No,10.05,Medium
606.64,18,Online Marketplace,ATM,Surat,3.0,539.08,No,15.83,Medium
3861.68,11,Entertainment,ATM,Jaipur,3.0,6237.63,No,3.24,Low
1917.65,11,Entertainment,Online,Mumbai,4.0,1042.01,No,6.53,Medium
497.41,11,Shopping,POS,Bengaluru,3.0,453.01,No,27.85,High
1529.68,12,Utilities,POS,Ahmedabad,1.0,542.4,No,2.2,Medium
4354.22,7,Shopping,Contactless,Hyderabad,2.0,2977.49,No,13.95,Low
4546.9,15,Travel,POS,Bengaluru,2.0,1202.05,No,10.15,Medium
9222.93,10,Healthcare,Online,Pune,2.0,1162.03,No,7.07,High
2246.39,19,Shopping,POS,Kolkata,2.0,1963.39,Yes,667.32,High
8275.21,16,Education,POS,Lucknow,1.0,5722.44,No,8.32,Medium
725.16,21,Food,Contactless,Indore,0.0,695.78,No,1.63,Low
680.14,19,Shopping,Online,Bengaluru,0.0,645.62,No,141.54,Low
289.81,17,Grocery,POS,Indore,2.0,540.02,No,29.46,Medium
525.52,10,Utilities,Contactless,Chennai,1.0,647.5,No,6.86,Medium
839.34,12,Online Marketplace,POS,Delhi,3.0,992.61,No,291.42,Medium
462.69,1,Utilities,Contactless,Hyderabad,1.0,1174.21,No,0.8,Low
591.01,9,Healthcare,ATM,Lucknow,3.0,374.72,No,29.33,Low
2050.58,16,Food,POS,Delhi,3.0,4245.53,No,4.72,Low
2765.63,12,Shopping,ATM,Mumbai,0.0,3056.0,No,20.9,Low
839.19,4,Grocery,Online,Bhopal,0.0,2575.72,No,20.22,Medium
91.21,9,Utilities,ATM,Mumbai,30.0,253.43,No,371.68,High
811.4,20,Food,POS,Visakhapatnam,1.0,1742.99,No,50.96,Low
1143.21,19,Entertainment,Online,Mumbai,28.0,1411.75,No,4.47,High
416.94,10,Fuel,Online,Mumbai,5.0,751.4,No,27.44,Medium
895.31,5,Grocery,POS,Jaipur,2.0,1818.13,No,8.23,Low
4278.12,16,Shopping,Online,Bengaluru,2.0,4644.16,No,3.47,Low
2254.23,21,Pharmacy,POS,Surat,4.0,3273.03,No,2.88,Low
2990.71,13,Shopping,POS,Bengaluru,2.0,1779.73,No,2.38,Medium
463.52,20,Pharmacy,Contactless,Kolkata,3.0,1001.3,No,9.86,Low
1657.87,13,Grocery,Online,Indore,2.0,1929.01,No,5.29,Low
1098.36,9,Fuel,Contactless,Mumbai,2.0,1057.09,No,1.86,High
12259.2,9,Healthcare,Online,Mumbai,3.0,9456.31,No,13.92,Low
314.76,12,Fuel,Online,Indore,19.0,396.06,No,344.36,High
2422.94,21,Travel,Online,Bengaluru,3.0,2832.28,No,435.66,Medium
247.32,8,Utilities,ATM,Chennai,4.0,337.94,No,6.04,Low
323.89,18,Food,POS,Nagpur,3.0,668.76,No,9.14,Low
2154.95,18,Restaurants,POS,Ahmedabad,2.0,2365.35,No,0.94,Low
639.17,16,Food,POS,Guwahati,4.0,889.26,No,5.97,Low
2935.82,23,Online Marketplace,POS,Mumbai,5.0,1835.48,No,10.14,High
11372.47,19,Online Marketplace,POS,Ahmedabad,1.0,1166.71,No,3.2,Low
406.07,16,Grocery,POS,Kolkata,6.0,953.98,No,6.8,Medium
509.84,16,Grocery,POS,Delhi,3.0,1945.46,No,10.51,Low
7789.66,11,Grocery,Online,Indore,3.0,11536.76,No,43.18,Low
177.72,20,Grocery,Online,Indore,2.0,281.18,No,5.14,Low
245.14,20,Restaurants,POS,Kolkata,5.0,455.97,No,5.11,Low
725.69,19,Food,Online,Ahmedabad,3.0,1405.05,No,4.55,Low
941.2,10,Fuel,Contactless,Kolkata,5.0,2164.1,Yes,4776.34,Medium
2366.57,13,Utilities,Online,Mumbai,1.0,2425.56,No,15.25,Medium
332.01,15,Grocery,POS,Mumbai,1.0,619.39,No,22.27,Low
2263.57,11,Shopping,Online,Bengaluru,1.0,2077.67,No,3.63,Medium
302.31,12,Pharmacy,POS,Bengaluru,1.0,961.71,No,5.3,Low
1151.18,12,Education,POS,Bengaluru,0.0,719.34,No,283.87,Low
1562.54,4,Shopping,Contactless,Surat,5.0,594.48,No,1.3,Low
5588.33,13,Utilities,ATM,Bengaluru,1.0,4921.47,No,13.69,High
2373.18,8,Grocery,Online,Delhi,0.0,2324.69,No,1.36,Low
381.58,13,Pharmacy,ATM,Bengaluru,3.0,352.69,Yes,1299.93,Low
2768.3,12,Healthcare,Contactless,Hyderabad,3.0,3097.23,No,5.49,Low
589.05,20,Food,Online,Kolkata,0.0,3025.51,No,0.33,Low
932.9,15,Travel,POS,Delhi,1.0,262.75,No,1.63,Low
2145.06,19,Online Marketplace,Contactless,Chennai,3.0,1412.73,No,4.12,Low
952.11,16,Education,Contactless,Bengaluru,3.0,1294.29,No,6.95,Medium
363.8,9,Restaurants,ATM,Coimbatore,4.0,712.4,No,4.12,Low
1239.59,21,Travel,Online,Visakhapatnam,5.0,792.74,No,2.61,High
718.03,19,Entertainment,Contactless,Chennai,2.0,548.98,No,4.06,Low
1265.15,19,Healthcare,ATM,Surat,3.0,2254.75,Yes,5678.45,High
1174.69,17,Grocery,Online,Coimbatore,2.0,4451.15,No,6.82,Low
15423.84,15,Electronics,POS,Chennai,0.0,3478.27,No,31.41,Medium
853.02,16,Food,Online,Pune,1.0,1444.47,No,18.06,Low
2591.24,14,Online Marketplace,Contactless,Bengaluru,9.0,2048.07,No,0.67,Low
3112.13,20,Shopping,Online,Nagpur,4.0,1595.72,No,414.74,High
1990.1,1,Grocery,POS,Lucknow,4.0,2387.21,No,18.99,Medium
249.3,9,Fuel,POS,Guwahati,3.0,685.88,No,117.86,Low
9796.04,7,Shopping,Online,Delhi,6.0,7628.04,No,19.51,Medium
146.27,12,Food,Online,Delhi,3.0,1068.59,No,8.24,Low
1447.09,19,Travel,ATM,Pune,3.0,427.77,No,3.56,Medium
1291.48,11,Grocery,POS,Bengaluru,5.0,3794.04,No,18.07,Medium
895.96,22,Shopping,ATM,Hyderabad,1.0,955.28,Yes,4653.05,High
856.5,20,Shopping,Online,Kochi,2.0,782.38,No,9.31,Medium
974.08,18,Food,ATM,Delhi,1.0,2129.72,No,15.54,Low
790.5,0,Food,POS,Mumbai,4.0,2245.46,No,4.3,Low
4708.08,22,Shopping,Online,Kolkata,4.0,3186.74,No,13.46,Medium
1901.94,16,Grocery,POS,Bengaluru,3.0,1329.43,No,7.53,Medium
1807.53,14,Travel,Online,Delhi,3.0,834.15,No,45.7,Low
3171.61,7,Electronics,ATM,Chennai,7.0,1465.13,No,18.25,High
473.11,7,Food,POS,Bhopal,3.0,1944.79,No,9.27,Low
1282.46,7,Healthcare,POS,Delhi,6.0,1256.35,No,4.54,Low
503.85,20,Restaurants,Contactless,Surat,5.0,975.4,No,2.89,Low
316.06,7,Grocery,Online,Kochi,2.0,,No,17.28,Low
141.12,11,Grocery,Online,Vijayawada,2.0,379.74,No,8.72,Low
683.83,13,Grocery,POS,Ahmedabad,4.0,1631.37,No,12.8,Low
2533.42,9,Grocery,POS,Bengaluru,2.0,3671.65,No,9.71,Low
234.81,11,Grocery,Contactless,Lucknow,1.0,671.6,No,2.3,Low
1095.79,19,Electronics,ATM,Mumbai,5.0,706.03,No,15.58,Medium
407.27,10,Grocery,POS,Chennai,1.0,863.47,No,0.55,Medium
1688.61,7,Shopping,POS,Lucknow,2.0,1636.04,No,13.68,Medium
2405.44,11,Shopping,Contactless,Mumbai,1.0,2000.94,No,21.93,Low
1325.12,12,Food,POS,Visakhapatnam,2.0,5009.34,No,7.24,Low
819.72,11,Shopping,POS,Mumbai,4.0,868.48,No,43.59,Low
848.34,18,Food,ATM,Guwahati,2.0,1691.08,No,1.54,Low
1148.17,12,Grocery,Contactless,Coimbatore,2.0,2801.47,No,29.44,Low
128.08,9,Grocery,POS,Kolkata,5.0,317.84,No,10.82,Low
894.4,12,Grocery,Contactless,Delhi,4.0,1415.14,No,14.97,Low
648.15,22,Online Marketplace,Online,Patna,2.0,708.62,No,335.97,Medium
246.95,18,Food,POS,Kolkata,3.0,1360.48,No,42.45,Low
2107.69,10,Food,Online,Chennai,0.0,1298.6,No,6.53,Medium
1591.81,8,Restaurants,POS,Lucknow,18.0,4166.16,No,6.35,Medium
702.55,18,Pharmacy,Contactless,Bhopal,2.0,828.66,No,18.72,Low
603.7,6,Food,Contactless,Coimbatore,5.0,377.18,Yes,1546.39,High
19152.46,18,Fuel,POS,Bengaluru,4.0,3929.57,No,38.35,Low
1566.14,20,Food,POS,Surat,5.0,4051.67,No,27.63,Medium
795.54,8,Grocery,Online,Kolkata,3.0,1926.35,No,7.76,Low
3176.4,1,Grocery,Contactless,Kolkata,1.0,3168.34,No,1.84,Low
1288.61,18,Healthcare,Online,Delhi,3.0,1194.66,No,5.58,Medium
181.92,15,Grocery,POS,Chennai,0.0,474.88,No,2.27,Low
14396.25,12,Online Marketplace,Online,Nagpur,1.0,1674.99,No,5.64,Medium
3988.71,16,Online Marketplace,POS,Kolkata,0.0,1275.89,No,23.26,Low
969.47,13,Fuel,POS,Vijayawada,1.0,719.87,No,19.05,Medium
1953.77,19,Healthcare,Online,Mumbai,4.0,2171.17,No,8.78,Medium
2494.3,11,Online Marketplace,POS,Delhi,1.0,2087.45,No,6.31,Medium
791.37,6,Fuel,POS,Mumbai,1.0,1151.64,No,7.27,Low
223.67,15,Utilities,Contactless,Chennai,4.0,327.35,No,22.04,Low
1150.82,15,Pharmacy,Contactless,Kochi,1.0,2223.2,No,13.14,Low
1588.42,19,Fuel,POS,Mumbai,4.0,6919.98,No,5.14,Low
531.84,18,Food,POS,Kolkata,4.0,477.81,No,8.78,Low
1047.13,5,Pharmacy,POS,Ahmedabad,1.0,4190.78,No,428.94,Medium
1077.57,17,Shopping,Contactless,Mumbai,2.0,1734.85,No,3.76,Medium
1601.34,23,Travel,ATM,Delhi,3.0,664.75,No,0.87,Low
912.67,23,Fuel,POS,Bhopal,3.0,1065.62,No,13.43,Low
750.09,12,Utilities,POS,Chennai,3.0,524.03,No,31.16,Medium
1019.42,10,Shopping,POS,Jaipur,1.0,698.32,No,6.7,Low
229.19,10,Grocery,Contactless,Chennai,2.0,873.78,No,1.14,Low
6698.54,0,Food,POS,Chennai,5.0,11008.29,No,1.4,Low
606.53,12,Food,Contactless,Delhi,0.0,750.63,No,3.6,Low
715.39,19,Fuel,Online,Pune,1.0,1445.89,No,0.97,Low
2757.19,19,Grocery,POS,Ahmedabad,5.0,2654.83,No,3.34,Low
1203.86,20,Online Marketplace,Online,Chennai,2.0,815.66,No,5.71,Medium
1950.57,20,Fuel,Online,Chennai,3.0,3560.19,No,22.61,Low
1065.91,19,Grocery,POS,Mumbai,2.0,2367.47,No,3.76,Low
190.17,16,Fuel,Online,Coimbatore,4.0,415.84,No,33.98,Low
,9,Grocery,ATM,Patna,1.0,1583.41,No,18.26,Low
206.27,15,Grocery,POS,Chennai,25.0,854.2,No,17.08,Medium
639.87,14,Entertainment,Contactless,Pune,1.0,1232.67,No,44.23,Low
1772.75,2,Fuel,Contactless,Delhi,1.0,1888.61,No,19.83,Low
36388.13,22,Electronics,ATM,Delhi,3.0,1434.78,No,4.69,High
5876.48,20,Online Marketplace,POS,Pune,1.0,1772.69,No,7.17,Medium
1693.09,8,Electronics,Contactless,Delhi,3.0,2431.88,No,0.74,Low
2648.99,18,Shopping,Online,Kolkata,1.0,2814.96,No,10.35,Low
132.82,14,Food,Contactless,Pune,2.0,925.59,No,0.35,Low
578.19,12,Grocery,POS,Hyderabad,3.0,1542.52,No,4.69,Low
810.07,19,Electronics,POS,Kolkata,4.0,660.11,No,2.0,Medium
307.8,17,Food,Online,Jaipur,3.0,611.63,No,9.13,Low
4017.29,8,Electronics,POS,Delhi,0.0,1900.25,No,0.69,Low
4327.82,1,Fuel,Online,Chennai,4.0,2823.93,No,39.59,Medium
3930.03,16,Healthcare,Online,Pune,4.0,3434.19,No,7.12,Low
348.92,13,Entertainment,POS,Surat,3.0,655.89,No,5.12,Low
10096.92,19,Electronics,POS,Pune,2.0,2533.37,No,4.53,Medium
295.08,20,Fuel,Contactless,Pune,0.0,512.32,No,297.78,Low
26662.39,6,Shopping,Contactless,Bhopal,1.0,1788.28,No,5.93,High
4921.6,8,Grocery,POS,Mumbai,2.0,2011.09,No,11.02,Low
679.71,17,Fuel,Online,Pune,1.0,655.19,No,1.21,Low
1920.46,21,Online Marketplace,ATM,Hyderabad,2.0,1615.16,No,2.82,Low
178.94,8,Pharmacy,Online,Mumbai,0.0,428.83,No,0.81,Low
4837.08,20,Travel,POS,Delhi,4.0,2782.33,No,18.81,Medium
87.7,8,Food,POS,Visakhapatnam,1.0,230.71,No,311.46,Medium
2092.04,12,Electronics,POS,Hyderabad,2.0,1807.75,No,6.62,Medium
2056.03,20,Online Marketplace,Contactless,Bengaluru,3.0,1425.77,No,2.72,Low
386.63,13,Food,Online,Bhopal,2.0,585.23,No,1.04,Low
466.72,18,Food,Contactless,Kolkata,14.0,1022.51,No,10.28,Low
187.82,17,Food,Online,Ahmedabad,3.0,843.62,No,16.55,Low
6435.98,10,Fuel,Online,Nagpur,4.0,3346.17,No,8.92,Medium
1172.5,9,Utilities,Contactless,Chennai,4.0,1298.17,No,1.09,Low
867.17,19,Restaurants,POS,Kolkata,6.0,613.24,No,8.85,Medium
1486.63,17,Education,POS,Delhi,1.0,1625.67,No,9.03,Medium
1736.59,16,Fuel,Online,Surat,1.0,1893.7,No,9.8,Medium
21709.17,10,Pharmacy,POS,Chennai,3.0,1602.23,No,7.22,High
1360.67,16,Shopping,POS,Bengaluru,7.0,1180.18,No,8.4,Low
550.5,16,Grocery,POS,Pune,2.0,958.25,No,23.87,Low
584.64,13,Electronics,Contactless,Delhi,5.0,728.51,No,11.32,Medium
2727.59,19,Shopping,Online,Chennai,3.0,2427.34,No,22.46,Medium
4104.58,15,Shopping,Online,Nagpur,1.0,2672.23,No,6.16,Low
667.84,11,Travel,Online,Chennai,5.0,1277.08,No,1.0,Low
515.84,10,Online Marketplace,Contactless,Chennai,6.0,911.22,No,13.99,Low
1020.26,14,Restaurants,POS,Lucknow,3.0,1459.95,No,5.81,Low
331.94,13,Restaurants,Online,Kochi,5.0,641.38,No,21.48,Low
3216.43,16,Food,Online,Lucknow,2.0,3137.73,Yes,3071.49,High
2550.84,22,Healthcare,Contactless,Hyderabad,2.0,2120.47,No,0.13,Medium
38421.72,18,Electronics,POS,Indore,2.0,1773.0,No,8.48,Low
574.26,9,Travel,POS,Jaipur,3.0,249.6,No,63.96,Medium
1537.41,20,Grocery,POS,Pune,2.0,4049.07,No,5.42,Low
1089.38,9,Shopping,POS,Hyderabad,5.0,1555.9,No,0.29,Low
625.07,11,Food,POS,Delhi,1.0,1069.49,No,6.98,Low
